stock_code,rcept_dt,timing,weekday,news,after_dummy,bad_dummy,bad_severity,fri_dummy,is_kosdaq,log_marcap,roa,debt_ratio,past_after_ratio,p_after_hat,CAR_m1_p1
058610,20240813,Intraday,1,Good News,0,0,0.0,0,1,28.663370295344848,0.0329893838452073,0.56418076632107,0.18181818181818182,0.2014362142333598,0.024985255490768136
058610,20250304,Intraday,1,Bad News,0,1,0.24856538810027182,0,1,28.663370295344848,0.0213160354874398,0.660846078477575,0.16666666666666666,0.2808793708567474,-0.04051558127473261
058610,20250513,Intraday,1,Good News,0,0,0.0,0,1,28.663370295344848,0.0213160354874398,0.660846078477575,0.15384615384615385,0.18744999529123466,0.020439499144748692
058610,20251111,Intraday,1,Good News,0,0,0.0,0,1,28.663370295344848,0.0213160354874398,0.660846078477575,0.14285714285714285,0.18216367591651303,-0.03676357589510745
058730,20230426,Intraday,2,Bad News,0,1,0.23045267489711935,0,0,24.863808256211357,0.0449343314422875,1.0767250398436083,0.0,0.2601486353650449,-0.016125322100322255
058730,20230727,Intraday,3,Good News,0,0,0.0,0,0,24.863808256211357,0.0449343314422875,1.0767250398436083,0.0,0.17792234704078158,0.047529404696389825
058850,20190508,Intraday,2,Bad News,0,1,0.24909270867700428,0,0,25.40982851769698,0.0199154353307245,1.303814349439437,0.0,0.2506778015066182,-0.017713106807437158
058850,20190807,Intraday,2,Good News,0,0,0.0,0,0,25.40982851769698,0.0199154353307245,1.303814349439437,0.0,0.17070600788276777,0.051220929454943
058850,20191107,After-hours,3,Bad News,1,1,0.3697398622800306,0,0,25.40982851769698,0.0199154353307245,1.303814349439437,0.0,0.25109115438153307,0.057354279681124734
058850,20200214,After-hours,4,Bad News,1,1,0.8336874051593324,1,0,25.40982851769698,0.0294173283606414,1.2676423816656257,0.3333333333333333,0.4796230826908012,-0.047790499666768564
058850,20200508,Intraday,4,Good News,0,0,0.0,1,0,25.40982851769698,0.0294173283606414,1.2676423816656257,0.5,0.488596139024605,0.030120964933322048
058850,20200807,Intraday,4,Good News,0,0,0.0,1,0,25.40982851769698,0.0294173283606414,1.2676423816656257,0.4,0.4097608634268885,0.05298091817891047
058850,20201109,After-hours,0,Bad News,1,1,0.20783230419239518,0,0,25.40982851769698,0.0294173283606414,1.2676423816656257,0.3333333333333333,0.49217135051428523,0.03455588796008538
058850,20210208,After-hours,0,Bad News,1,1,0.3068717948717949,0,0,25.40982851769698,0.0456729867191521,1.2825831476549012,0.42857142857142855,0.5682249816329644,-0.005022262553084893
058850,20210507,Intraday,4,Good News,0,0,0.0,1,0,25.40982851769698,0.0456729867191521,1.2825831476549012,0.5,0.488596139024605,0.07042917809249888
058850,20210806,After-hours,4,Bad News,1,1,0.15129276278649656,1,0,25.40982851769698,0.0456729867191521,1.2825831476549012,0.4444444444444444,0.5648376417247444,-0.04001553473697196
058850,20211105,Intraday,4,Bad News,0,1,0.26526539843022484,1,0,25.40982851769698,0.0456729867191521,1.2825831476549012,0.5,0.6083311708285469,-0.016271707409876178
058850,20220215,After-hours,1,Bad News,1,1,1.1557124751041101,0,0,25.40982851769698,0.0435015264918496,1.1722155499668183,0.45454545454545453,0.5921909262203228,-0.013012006197731423
058850,20220509,After-hours,0,Good News,1,0,0.0,0,0,25.40982851769698,0.0435015264918496,1.1722155499668183,0.5,0.5040052955769436,-0.012611753443290184
058850,20221104,After-hours,4,Good News,1,0,0.0,1,0,25.40982851769698,0.0435015264918496,1.1722155499668183,0.5384615384615384,0.5192894563438181,-0.019348208720563417
058850,20230216,After-hours,3,Bad News,1,1,0.6637770897832818,0,0,25.40982851769698,0.0363389798995148,1.173951766604885,0.5714285714285714,0.6764064217188307,-0.03107888523263496
058850,20230508,Intraday,0,Good News,0,0,0.0,0,0,25.40982851769698,0.0363389798995148,1.173951766604885,0.6,0.5830610793667567,-0.07637067110590195
058850,20230802,After-hours,2,Good News,1,0,0.0,0,0,25.40982851769698,0.0363389798995148,1.173951766604885,0.5625,0.5536929698304692,0.029282144039585074
058850,20231106,After-hours,0,Bad News,1,1,0.21513832326920376,0,0,25.40982851769698,0.0363389798995148,1.173951766604885,0.5882352941176471,0.686282447745853,-0.08198622030791164
058850,20240214,After-hours,2,Bad News,1,1,0.7956700662014672,0,0,25.40982851769698,0.0156628908027759,1.1438428131024894,0.6111111111111112,0.7040020368111036,0.014906473531084562
058850,20240507,After-hours,1,Good News,1,0,0.0,0,0,25.40982851769698,0.0156628908027759,1.1438428131024894,0.631578947368421,0.6073516402857051,0.02310376765182036
058850,20250509,After-hours,4,Bad News,1,1,0.15366943203573707,1,0,25.40982851769698,0.0535616616799738,1.0912240676104612,0.65,0.7144843850600471,-0.026465380408129804
058850,20250807,After-hours,3,Good News,1,0,0.0,0,0,25.40982851769698,0.0535616616799738,1.0912240676104612,0.6666666666666666,0.6337270066689052,0.05694564239930911
