stock_code,corp_code,corp_name,induty_code,sector
092190,00488402,서울바이오시스,2612,IT/Electronics
002900,00117230,TYM,29210,Machinery/Transportation
278280,00897752,천보,201,Chemicals/Materials
253590,01170865,네오셈,292,Machinery/Transportation
214370,00549891,케어젠,211,Biotech/Healthcare
027970,00133706,한국제지,171,Chemicals/Materials
058110,00270113,멕아이씨에스,271,IT/Electronics
068930,00398808,디지털대성,855,Other
204020,00671978,그리티,14120,Consumer
042700,00161383,한미반도체,29271,Machinery/Transportation
030610,00113359,교보증권,66121,Finance
277880,01139035,티에스아이,292,Machinery/Transportation
326030,00878696,에스케이바이오팜,7011,Services
298540,01214743,더네이쳐홀딩스,144,Consumer
033540,00105138,파라텍,292,Machinery/Transportation
011200,00164645,HMM,50112,Machinery/Transportation
225220,01062177,제놀루션,211,Biotech/Healthcare
253840,01063954,수젠텍,213,Biotech/Healthcare
106240,00755739,파인테크닉스,28410,Machinery/Transportation
079810,00445160,APS이노베이션,289,Machinery/Transportation
003160,00118275,디아이,27212,IT/Electronics
069140,00410997,누리플랜,25112,Machinery/Transportation
278650,01189438,HLB바이오스텝,70113,Services
117730,00867098,티로보틱스,29271,Machinery/Transportation
900310,01236286,컬러레이,649,Finance
191420,00926522,테고사이언스,211,Biotech/Healthcare
101360,00619640,에코앤드림,282,Machinery/Transportation
290550,01137903,디케이티,26224,IT/Electronics
000490,00109286,대동,29210,Machinery/Transportation
205100,01042085,엑셈,58221,IT/Electronics
038070,00373447,서린바이오,467,Consumer
192650,00415646,드림텍,2629,IT/Electronics
214610,01049167,롤링스톤,27199,IT/Electronics
318410,01153105,비비씨,204,Chemicals/Materials
352820,01204056,하이브,592,Services
090710,00540429,휴림로봇,29280,Machinery/Transportation
032980,00232089,바이온,463,Consumer
950190,01416235,고스트스튜디오,58212,IT/Electronics
304100,01050738,솔트룩스,58222,IT/Electronics
064550,00326731,바이오니아,213,Biotech/Healthcare
004090,00157991,한국석유공업,23999,Chemicals/Materials
337930,01391103,젝시믹스,639,IT/Electronics
293490,01137383,카카오게임즈,5821,IT/Electronics
028670,00122737,팬오션,50112,Machinery/Transportation
156100,00918222,엘앤케이바이오,27194,IT/Electronics
344820,01428203,케이씨씨글라스,2311,Chemicals/Materials
060280,00356802,큐렉소,47812,Consumer
375500,01524093,DL이앤씨,412,Construction
108320,00525934,LX세미콘,2612,IT/Electronics
177350,00813389,베셀,222,Chemicals/Materials
100590,00364740,머큐리,2642,IT/Electronics
318020,00962393,포인트모바일,263,IT/Electronics
084370,00531014,유진테크,29271,Machinery/Transportation
196170,00989619,알테오젠,70113,Services
042500,00352499,링네트,62021,IT/Electronics
086450,00114808,동국제약,212,Biotech/Healthcare
307930,00598198,컴퍼니케이,649,Finance
096530,00788773,씨젠,2130,Biotech/Healthcare
248070,01159233,솔루엠,2629,IT/Electronics
294630,00867973,서남,289,Machinery/Transportation
169330,00877174,엠브레인,71400,Services
339770,00453284,교촌에프앤비,46313,Consumer
104540,00541437,코렌텍,27112,IT/Electronics
005870,00111421,휴니드테크놀러지스,2642,IT/Electronics
060980,00299002,HL홀딩스,64992,Finance
071950,00210856,코아스,320,IT/Electronics
005300,00120571,롯데칠성음료,11209,Consumer
352700,00875237,씨앤투스,205,Chemicals/Materials
357780,01489648,솔브레인,204,Chemicals/Materials
280360,01258507,롯데웰푸드,108,Consumer
203690,01036367,아크솔루션스,171,Chemicals/Materials
241690,00531865,유니테크노,30331,Machinery/Transportation
340570,00608440,티앤엘,213,Biotech/Healthcare
012030,00163345,DB,62021,IT/Electronics
064850,00331016,에프앤가이드,639,IT/Electronics
950130,00956028,엑세스바이오,213,Biotech/Healthcare
005420,00160302,코스모화학,2049,Chemicals/Materials
239890,01112889,피엔에이치테크,20119,Chemicals/Materials
090410,00454937,덕신이피씨,25112,Machinery/Transportation
124560,00562245,태웅로직스,5299,Machinery/Transportation
036010,00138598,아비코전자,26293,IT/Electronics
079000,00455875,와토스코리아,22222,Chemicals/Materials
361610,01386916,SK아이이테크놀로지,282,Machinery/Transportation
261200,01187494,덴티스,271,IT/Electronics
079940,00506294,가비아,58221,IT/Electronics
090850,00656951,현대이지웰,58222,IT/Electronics
136480,00857727,하림,1012,Consumer
003090,00111810,대웅,212,Biotech/Healthcare
206640,01046708,바디텍메드,213,Biotech/Healthcare
095700,00545929,제넥신,70113,Services
004560,00125743,현대비앤지스틸,24122,Chemicals/Materials
302440,01319899,SK바이오사이언스,211,Biotech/Healthcare
175140,00861997,휴먼테크놀로지,264,IT/Electronics
330860,01368354,네패스아크,739,Services
053580,00323868,웹케시,582,IT/Electronics
003530,00148610,한화투자증권,66121,Finance
155650,00870861,와이엠씨,262,IT/Electronics
021040,00166175,대호특수강,24123,Chemicals/Materials
023440,00148531,제이스코홀딩스,24121,Chemicals/Materials
376980,01441611,원티드랩,58221,IT/Electronics
065660,00631837,안트로젠,467,Consumer
259960,00760971,크래프톤,5821,IT/Electronics
039740,00261957,한국정보공학,467,Consumer
012160,00141477,영흥,24123,Chemicals/Materials
332370,01213586,아이디피,26329,IT/Electronics
140670,00858124,알에스오토메이션,262,IT/Electronics
383310,01566248,에코프로에이치엔,204,Chemicals/Materials
234340,00763701,헥토파이낸셜,661,Finance
252990,01199727,샘씨엔에스,2629,IT/Electronics
071050,00432102,한국금융지주,64992,Finance
329180,01390344,HD현대중공업,31113,Machinery/Transportation
317770,01231786,엑스페릭스,262,IT/Electronics
095270,00526696,웨이브일렉트로,272,IT/Electronics
352480,01226410,씨앤씨인터내셔널,20423,Chemicals/Materials
032750,00173351,삼진,264,IT/Electronics
377300,01244601,카카오페이,66199,Finance
016380,00115676,KG스틸,24122,Chemicals/Materials
195940,01012066,HK이노엔,212,Biotech/Healthcare
005290,00118804,동진쎄미켐,20129,Chemicals/Materials
241710,00763473,코스메카코리아,20423,Chemicals/Materials
383220,01568413,F&F,14111,Consumer
381970,01323032,케이카,45120,Machinery/Transportation
089860,00545716,롯데렌탈,76110,Other
281740,01255652,레이크머티리얼즈,204,Chemicals/Materials
323410,01133217,카카오뱅크,64121,Finance
241790,01113754,티이엠씨씨엔에스,292,Machinery/Transportation
041020,00269852,폴라리스오피스,58221,IT/Electronics
048550,00185046,SM C&C,713,Services
041510,00260930,에스엠,59201,Services
377450,01210066,리파인,63991,IT/Electronics
215790,01065679,이노인스트루먼트,264,IT/Electronics
046070,00295857,코다코,303,Machinery/Transportation
000240,00160047,한국앤컴퍼니,64992,Finance
073490,00462121,LIG아큐버,2642,IT/Electronics
095570,00365387,AJ네트웍스,76320,Other
032820,00231044,우리기술,281,Machinery/Transportation
060570,00364467,드림어스컴퍼니,603,Services
215200,01074862,메가스터디교육,85503,Other
383800,01562589,LX홀딩스,64992,Finance
009410,00153861,태영건설,41221,Construction
003230,00126955,삼양식품,108,Consumer
066970,00398701,엘앤에프,28202,Machinery/Transportation
373220,01515323,LG에너지솔루션,28202,Machinery/Transportation
007570,00146454,일양약품,212,Biotech/Healthcare
357230,01068737,에이치피오,108,Consumer
034810,00219361,해성산업,649,Finance
081660,00195229,미스토홀딩스,464,Consumer
290690,00605522,소룩스,28422,Machinery/Transportation
084730,00438036,팅크웨어,264,IT/Electronics
232680,00911229,라온로보틱스,29280,Machinery/Transportation
001230,00114792,동국홀딩스,649,Finance
099320,00449254,쎄트렉아이,3131,Machinery/Transportation
079550,00503668,LIG디펜스앤에어로스페이스,25200,Machinery/Transportation
025980,00161781,아난티,551,Other
028300,00199252,HLB,213,Biotech/Healthcare
115530,00660033,씨엔플러스,262,IT/Electronics
348350,00925587,위드텍,27213,IT/Electronics
049520,00256380,유아이엘,2629,IT/Electronics
196450,01031502,코아시아씨엠,273,IT/Electronics
095340,00572905,ISC,465,Consumer
365590,01505186,하이딥,261,IT/Electronics
001570,00106119,금양,201,Chemicals/Materials
137310,00854997,에스디바이오센서,27112,IT/Electronics
236810,01051065,엔비티,71310,Services
100090,00480367,SK오션플랜트,2413,Chemicals/Materials
009290,00103592,광동제약,21220,Biotech/Healthcare
002680,00140566,한탑,105,Consumer
126600,00599595,BGF에코머티리얼즈,20202,Chemicals/Materials
039030,00246417,이오테크닉스,29271,Machinery/Transportation
060230,00363510,제이케이시냅스,204,Chemicals/Materials
000640,00116824,동아쏘시오홀딩스,64992,Finance
146320,01301623,비씨엔씨,261,IT/Electronics
361390,01014718,제노코,26429,IT/Electronics
058970,00396925,엠로,582,IT/Electronics
067390,00409681,아스트,31322,Machinery/Transportation
000520,00128032,삼일제약,212,Biotech/Healthcare
284620,01263527,카이노스메드,701,Services
013720,00151605,THE CUBE&,303,Machinery/Transportation
347770,01405390,핌스,26212,IT/Electronics
003000,00123718,부광약품,212,Biotech/Healthcare
403870,01288827,HPSP,29271,Machinery/Transportation
032350,00231372,롯데관광개발,75210,Other
005810,00155531,풍산홀딩스,64992,Finance
134580,00608699,탑코미디어,631,IT/Electronics
404990,01436558,신한서부티엔디리츠,68112,Construction
112290,00619507,와이씨켐,20491,Chemicals/Materials
336570,01407909,원텍,271,IT/Electronics
090470,00493185,제이스로보틱스,29271,Machinery/Transportation
400760,01480780,NH올원리츠,6812,Construction
075580,00415628,세진중공업,31114,Machinery/Transportation
393890,01291317,더블유씨피,28202,Machinery/Transportation
007370,00150536,진양제약,212,Biotech/Healthcare
200470,00667425,에이팩트,261,IT/Electronics
004370,00108241,농심,108,Consumer
086900,00580199,메디톡스,211,Biotech/Healthcare
353200,01478712,대덕전자,2622,IT/Electronics
417970,00657783,모델솔루션,292,Machinery/Transportation
138360,00808068,앤로보틱스,292,Machinery/Transportation
064480,00359076,브리지텍,58221,IT/Electronics
024720,00203290,콜마홀딩스,64992,Finance
377740,00622787,바이오노트,213,Biotech/Healthcare
054780,00353762,키이스트,59130,Services
127980,00527002,화인써키트,262,IT/Electronics
028080,00219440,휴맥스홀딩스,620,IT/Electronics
403550,01026157,쏘카,76110,Other
222080,01090471,씨아이에스,292,Machinery/Transportation
441270,01686755,파인엠텍,26299,IT/Electronics
180400,00995993,DXVX,729,Biotech/Healthcare
327260,01343665,RF머트리얼즈,26299,IT/Electronics
008470,00124276,부스타,25130,Machinery/Transportation
073240,00481454,금호타이어,221,Chemicals/Materials
079190,00479705,케스피온,26422,IT/Electronics
178320,00838005,서진시스템,289,Machinery/Transportation
425040,01301252,티이엠씨,20121,Chemicals/Materials
419120,01516368,산돌,58222,IT/Electronics
089010,00371485,켐트로닉스,204,Chemicals/Materials
108860,00666064,셀바스AI,5822,IT/Electronics
060370,00225742,LS마린솔루션,423,Construction
138040,00860332,메리츠금융지주,64992,Finance
453340,01721809,현대그린푸드,471,Consumer
214180,01013311,헥토이노베이션,63991,IT/Electronics
272450,00653024,진에어,511,Machinery/Transportation
168360,00957373,펨트론,292,Machinery/Transportation
267790,01182240,배럴,1419,Consumer
086980,00303794,쇼박스,59130,Services
298690,00651901,에어부산,511,Machinery/Transportation
122350,00799177,삼기,303,Machinery/Transportation
460860,01765265,동국제강,241,Chemicals/Materials
460850,01765256,동국씨엠,24122,Chemicals/Materials
217270,01067808,넵튠,582,IT/Electronics
456040,01760738,OCI,20129,Chemicals/Materials
395400,01535150,SK리츠,68112,Construction
361570,01303029,알비더블유,59201,Services
376930,01494118,노을,27112,IT/Electronics
020150,00113997,롯데에너지머티리얼즈,2629,IT/Electronics
900250,01107665,크리스탈신소재,64992,Finance
000990,00160843,DB하이텍,2611,IT/Electronics
086890,00526872,이수앱지스,213,Biotech/Healthcare
006490,00122825,인스코비,612,IT/Electronics
204610,00609661,티쓰리,5821,IT/Electronics
002350,00173874,넥센타이어,221,Chemicals/Materials
063440,00367604,SM Life Design,182,Consumer
418550,00411808,제이오,721,Biotech/Healthcare
042660,00111704,한화오션,3111,Machinery/Transportation
131030,00831428,옵투스제약,212,Biotech/Healthcare
454910,01105153,두산로보틱스,2928,Machinery/Transportation
446540,00923516,메가터치,28201,Machinery/Transportation
115180,01042650,큐리언트,70113,Services
066590,00301422,스모트로닉,303,Machinery/Transportation
087600,00495086,픽셀플러스,2629,IT/Electronics
150900,00638487,파수AI,58221,IT/Electronics
472850,01806951,폰드그룹,474,Consumer
092790,00220613,넥스틸,2419,Chemicals/Materials
006260,00105952,LS,64992,Finance
105330,00606664,케이엔더블유,303,Machinery/Transportation
394280,01571107,오픈엣지테크놀로지,582,IT/Electronics
450080,01311408,에코프로머티,28202,Machinery/Transportation
396300,00534701,세아메카닉스,259,Machinery/Transportation
290740,01141942,액트로,262,IT/Electronics
412540,00528791,제일엠앤에스,292,Machinery/Transportation
214450,00970453,파마리서치,213,Biotech/Healthcare
408920,01596656,메쎄이상,759,Other
003580,00169048,HLB글로벌,471,Consumer
352090,01226270,스톰테크,22211,Chemicals/Materials
278470,01190568,에이피알,20423,Chemicals/Materials
355690,01444380,에이텀,262,IT/Electronics
199550,01161432,레이저옵텍,27112,IT/Electronics
443060,01194689,HD현대마린솔루션,7212,Biotech/Healthcare
293580,00651017,나우IB,64919,Finance
062040,00366438,산일전기,28112,Machinery/Transportation
462870,01384787,시프트업,58212,IT/Electronics
071970,00406046,HD현대마린엔진,29119,Machinery/Transportation
443250,01468061,레뷰코퍼레이션,71310,Services
473980,01703849,노머스,90199,Services
336680,00814582,탑런토탈솔루션,262,IT/Electronics
003200,00146269,일신방직,13101,Chemicals/Materials
487570,01854763,HS효성,64999,Finance
246710,01109937,티앤알바이오팹,21100,Biotech/Healthcare
102370,00668600,케이옥션,4610,Consumer
178780,00923826,일월지엠엘,468,Consumer
284740,01267684,쿠쿠홈시스,762,Other
270660,01201590,에브리봇,28519,Machinery/Transportation
294570,01311055,쿠콘,639,IT/Electronics
212710,01208751,아이에스티이,261,IT/Electronics
484870,01519790,엠앤씨솔루션,292,Machinery/Transportation
099430,00636656,바이오플러스,211,Biotech/Healthcare
475150,01817081,SK이터닉스,411,Construction
381620,01293485,제닉스로보틱스,29299,Machinery/Transportation
466410,01207901,사이냅소프트,58222,IT/Electronics
002990,00106313,금호건설,41112,Construction
064400,00139834,LG씨엔에스,62021,IT/Electronics
478560,01718407,블랙야크아이앤씨,152,Consumer
172670,00493325,에이엘티,2612,IT/Electronics
489790,01867758,한화비전,264,IT/Electronics
096250,00351427,와이즈넛,58221,IT/Electronics
017860,00108612,DS단석,204,Chemicals/Materials
241770,00652007,메카로,261,IT/Electronics
079970,00596260,투비소프트,58221,IT/Electronics
499790,01882845,GS피앤엘,64992,Finance
066700,00249894,테라젠이텍스,212,Biotech/Healthcare
279600,01190124,미디어젠,58222,IT/Electronics
205500,01042429,넥써쓰,582,IT/Electronics
004490,00133858,세방전지,28202,Machinery/Transportation
461030,01497373,아이엠비디엑스,701,Services
133820,00661847,화인베스틸,24121,Chemicals/Materials
482630,00863533,삼양엔씨켐,20499,Chemicals/Materials
355390,01514005,크라우드웍스,582,IT/Electronics
237820,00862853,플레이디,71310,Services
439580,01559637,블루엠텍,467,Consumer
474610,01286476,RF시스템즈,25924,Machinery/Transportation
300080,01237434,플리토,63120,IT/Electronics
009180,00140946,한솔로지스틱스,5299,Machinery/Transportation
303360,01267958,프로티아,271,IT/Electronics
081180,00406222,쎄크,291,Machinery/Transportation
352910,00494546,오비고,620,IT/Electronics
035900,00258689,JYP Ent.,59201,Services
214270,01061497,FSN,582,IT/Electronics
053980,00226547,오상자이엘,582,IT/Electronics
462860,01563667,더즌,612,IT/Electronics
257720,00982023,실리콘투,46800,Consumer
402490,01370863,그린리소스,261,IT/Electronics
483650,01649204,달바글로벌,20423,Chemicals/Materials
080530,00308559,코디,204,Chemicals/Materials
376300,01456011,디어유,58222,IT/Electronics
376900,01335143,로킷헬스케어,21309,Biotech/Healthcare
317450,00179489,명인제약,21212,Biotech/Healthcare
476060,01632912,온코닉테라퓨틱스,701,Services
002780,00150828,진흥기업,41221,Construction
001390,00101220,KG케미칼,201,Chemicals/Materials
069920,00426068,엑시온그룹,479,Consumer
439260,00182696,대한조선,3111,Machinery/Transportation
318060,01565054,그래피,20202,Chemicals/Materials
0126Z0,01965324,삼성에피스홀딩스,64992,Finance
061090,01010615,세나테크놀로지,26429,IT/Electronics
229000,01051472,젠큐릭스,213,Biotech/Healthcare
258790,01182408,소프트캠프,582,IT/Electronics
367000,01454341,플래티어,58222,IT/Electronics
488280,01803635,에스투더블유,582,IT/Electronics
388050,01462605,지투파워,28123,Machinery/Transportation
031210,00112998,서울보증보험,65122,Finance
012860,00137234,모베이스전자,303,Machinery/Transportation
192400,00132354,쿠쿠홀딩스,649,Finance
0010V0,00185301,제이피아이헬스케어,27199,IT/Electronics
384470,01512575,코어라인소프트,58222,IT/Electronics
481070,01803927,에이유브랜즈,47430,Consumer
211050,01013694,인카금융서비스,66202,Finance
217590,00949161,티엠씨,2830,Machinery/Transportation
0009K0,01781999,에임드바이오,70113,Services
068760,00541349,셀트리온제약,212,Biotech/Healthcare
059210,00317681,메타바이오메드,213,Biotech/Healthcare
0015N0,01381805,아로마티카,20423,Chemicals/Materials
279570,01203312,케이뱅크,64121,Finance
0088M0,01780608,메쥬,27112,IT/Electronics
084010,00113225,대한제강,2411,Chemicals/Materials
007210,00122898,벽산,23999,Chemicals/Materials
039830,00141556,오로라,73203,Services
188040,01157846,바이오포트,108,Consumer
025750,00203582,한솔홈데코,161,Chemicals/Materials
440110,01292291,파두,26112,IT/Electronics
036690,00268118,코맥스,2642,IT/Electronics
043340,00203209,에쎈테크,29133,Machinery/Transportation
440320,01585155,오픈놀,58222,IT/Electronics
044380,00269241,주연테크,26310,IT/Electronics
089970,00544577,브이엠,29271,Machinery/Transportation
050110,00330044,캠시스,262,IT/Electronics
035290,00249502,골드앤에스,581,IT/Electronics
